,headline,is_sarcastic
21082,guess which reality star went all out at comic-con,0
44722,here's every easter egg you missed in 'guardians of the galaxy',0
9534,adele worships at the altar of beyoncé just like the rest of us,0
21838,why tommy chong is fired up about marijuana,0
40771,sarah huckabee sanders unable to answer any questions about administration after signing non-disclosure agreement,1
26341,parents trying to gauge if son complete idiot before deciding whether to move to better school district,1
25666,beware the squid children of cebu,0
48811,saudi arabia officially lifts ban on female monster truck rallies,1
41050,why we sabotage our relationships,0
31266,how the iran nuclear deal came to be,0
39596,conservative media finally starting to realize that racism is a problem,0
9717,father excitedly tells 10-year-old son about new video game system,1
40274,how a supreme court ruling on abortion could wreak havoc in the states,0
25231,what the marijuana lobby could offer hillary clinton,0
10621,this 14-year-old cellist is making her mark in classical music,0
24169,listen to these parents teach their kids about consent,0
36472,ernest belamide's gps guide on managing stress,0
20800,quick scan of room confirms area man once again sweatiest person present,1
14349,speaking of 'rigged',0
16977,all-knowing invisible hand of free market once again guides millions in profits to nation's bead stores,1
9468,serena williams reminds us to 'rise up' over the haters in poignant ad,0
30549,couple fucking at next table obviously on third date,1
38039,zayn malik breaks his twitter silence to thank fans,0
6078,"sighing, resigned climate scientists say to just enjoy next 20 years as much as you can",1
13089,up-and-coming local band signs two-cassette deal,1
2773,connecticut considers a soda tax,0
485,"grizzly bear sprained paw while mauling hunter, reports ranger",1
16768,dept. of transportation to replace highway mile markers with dead raccoons,1
16001,ice cream truck driver going to let these kids sweat a little bit before stopping,1
51709,death toll from california mudslides rises to 21 after mom's body found,0
52965,4 personal tips to set up for sleep success,0
29305,margaret atwood: 'the handmaids are supposed to be aliens',1
28475,sexualized octogenarian flapper girl still earning living for someone,1
45191,sperm bank manager takes wealthy couple to secret back freezer where the real good stuff is stored,1
33353,who urges end to routine antibiotic use in farm animals to stem rise of superbugs,0
18721,fasting is one of the five pillars of islam. but there are exceptions to the rule,0
6271,fran drescher screeches out for cancer awareness,1
46082,new census study finds that 40% of u.s. population is filler,1
29112,man to undergo extensive interrogation by coworkers about where he got falafel,1
19809,the one phrase we should stop using,0
22923,woman builds ironclad case proving mila kunis looks bad without makeup,1
51147,winner of 'the voice' excited to use $50 chili's gift card,1
55306,michael douglas denies masturbating in front of a former employee,0
5372,parkland could've been worse. vegas could've been worse. they can always be worse.,0
31709,man use big word,1
49993,running from your past: read this magical novel,0
33935,this exercise can help you find more time in your day,0
30986,cat seemed perfectly content right up until point he bolted out of room,1
16985,lot of bold talk about making broth going around apartment,1
54273,trump vows to bring back ohio town's white castle,1
50563,report: 32% of prayers deflected off passing satellites,1
39586,the queer response to trump's promise to build wall along mexican border,0
31143,leadership and transparency 2015: the social media imperative,0
25754,hillary clinton held her first press conference of 2016 -- or not,0
42438,obama a little creeped out by how much everyone in kenya celebrating reelection victory,1
32411,there's going to be a huge queer dance protest outside of ivanka trump's house,0
37361,the ayurveda experience in india,0
52350,"military institutes new 'don't tell, let me guess' policy",1
33235,stephen miller enraged after discovering cantaloupe he's fucking from mexico,1
9043,eli broad: it's 'news to me' i'm buying the la times,0
31908,house republican proposes bill to prohibit use of private email servers,0
32628,empire of destruction,0
2084,a letter to ashtanga,0
20802,"chris christie, once a fighter of anti-muslim bigotry, endorses donald trump",0
35040,why some vaccines require more than one dose,0
26315,robert pattinson is surprised to learn you still like him,0
54446,chloe kim recalls growing up under parents' intense pressure to just chillax and shred the gnar gnar,1
33273,"school aide fed pet treats to 75 students, claimed they were cookies: report",0
30198,nation horrified to discover cory booker already a senator,1
18571,depleted bruegger's bagels gift card living out quiet retirement in wallet's fourth row,1
31938,everyone at consumer electronics show forced to share single surge protector,1
40803,my wakeup call from arianna huffington,0
40882,the 'love actually' mini-sequel won't include alan rickman or emma thompson,0
388,leather-clad ted cruz greeting voters at reno-area fetish club,1
25293,will the empire strike back? hopes and fears in the gop establishment.,0
6448,tehran. waiting for normality,0
26483,trump's deadly embrace of israel,0
33055,nfl commissioner's proposed solution to domestic violence problem proves they just don't get it,0
48278,viewing ads on website sole way in which man contributing to economy,1
23143,nesting sea turtle escorted from private beach,1
1775,ikea ceo wants new desk on his desk by end of day,1
53156,baltimore police begin slow process of reform in year after freddie gray's death,0
14473,pillow that survived man's tossing and turning stares frozen in horror at fallen comrade lying on ground,1
27641,jamie lynn spears loses custody of fetus,1
37824,firefighter and police officer take adorable photos with their newborn,0
55279,extremely vibrant town able to sustain two buffalo wild wings,1
17848,miley cyrus under fire in the uk for 'sexually suggestive' mac ad,0
11523,sunday roudup,0
53504,u.n. aid workers distributing food to malnourished kfc customers,1
50674,dnc keynote speaker definitely not keynote speaker only because he's latino,1
45724,report: texting while driving okay if you look up every couple seconds,1
33803,man wishes live nation would email him whenever any band playing anywhere,1
2280,dying woman sorry she won't get to see 37-year-old son grow up,1
36525,how netflix's 'girlboss' perpetuates negative stereotypes,0
38882,what's next for uber?,0
18164,chris pratt's son is totally trolling him,0
25387,lebron james hits back at laura ingraham over 'shut up and dribble' comment,0
14331,child disciplined for wasting yarn,1
45077,firenze fireworks: easter explosions in florence,0
44499,"amy schumer is jennifer lawrence's friend, but she doesn't like taking photos with her",0
49173,"when dad loses it, we all lose it",0
17880,"eric trump: my dad isn't racist because he only 'sees 1 color, green'",0
46746,"atlantic city casino can regulate waitresses' weight, ruling says",0
